EmpID,LastName,FirstName,TeamCode,PosCode,PlayerNo,Age,Weight,Height,YearsOfExp,College
40282,Mason,Shaq,HST,G,69,29,310,73,9,Georgia Tech
78010,Washington,Ar'Darius,BLR,S,29,23,176,68,2,TCU
19886,Murray,Justin,TNT,OT,73,30,315,77,6,Cincinnati
77736,Breeze,Brady,DTL,S,35,25,205,72,2,Oregon
16856,Milano,Matt,BFB,LB,58,29,223,72,7,Boston College
22710,Hoskins,Phil,KCC,DT,92,26,315,77,3,Kentucky
27967,Hollister,Jacob,LVR,TE,88,29,245,76,7,Wyoming
12867,Flott,Cor'Dale,NYG,CB,28,21,175,73,2,LSU
70007,Mancz,Greg,BFB,C,62,31,302,76,8,Toledo
59734,Collins,Maliek,HST,DT,96,28,310,74,8,Nebraska
63099,Anderson,Liam,INC,LB,47,23,226,75,0,Holy Cross
53868,Ojulari,BJ,AZC,LB,18,21,248,74,0,LSU
88787,White,Devin,TBB,LB,45,25,237,72,5,LSU
42619,Ertz,Zach,AZC,TE,86,32,250,77,11,Stanford
81582,Witherspoon,Ahkello,LAR,CB,23,28,195,74,7,Colorado
67120,Savage,Darnell,GBP,S,26,26,198,71,5,Maryland
68527,Spiller,Isaiah,LAC,RB,28,22,215,73,2,Texas A&M
76774,Duggan,Max,LAC,QB,8,22,207,73,0,TCU
59336,Ateman,Marcell,BFB,WR,15,28,216,76,3,Oklahoma State
58444,Laird,Patrick,TBB,RB,25,28,205,72,4,California
22384,Case,Kody,INC,WR,13,24,182,70,0,Illinois
51185,Smith,Abram,MNV,RB,41,24,221,71,2,Baylor
27915,Thompson,NaJee,MNV,CB,36,23,205,71,0,Georgia Southern
88514,Green,Gemon,NYG,CB,34,23,186,74,0,Michigan
22921,Thomas,Zach,LAR,OT,57,25,300,77,2,San Diego State
46737,LeCounte III,Richard,TBB,S,15,24,196,71,2,Georgia
31891,Hall,Derick,STS,LB,58,22,254,75,0,Auburn
52336,Jones,Dawand,CLB,OT,74,22,375,80,0,Ohio State
75874,Reiter,Austin,KCC,C,61,31,301,75,7,South Florida
73545,Robinson,Cam,JKJ,OT,74,27,335,78,7,Alabama
97601,Chinn,Jeremy,CAP,S,21,25,220,75,3,Southern Illinois
43251,Lewis,Damien,STS,G,68,26,327,74,4,LSU
64766,Lake,Quentin,LAR,S,37,24,201,73,2,UCLA
66549,Flowers,Zay,BLR,WR,4,22,172,70,0,Boston College
67637,Bell,Levi,STS,LB,98,24,262,71,0,Texas State
48087,Simpson,Trenton,BLR,LB,30,22,240,75,0,Clemson
28017,Hooper,Austin,LVR,TE,82,28,254,76,8,Stanford
95101,Boettger,Ike,BFB,G,65,28,313,78,6,Iowa
90937,Fortner,Luke,JKJ,C,79,25,307,78,2,Kentucky
32966,Ferguson,Blake,MMD,LS,44,26,240,75,4,LSU
74219,Jones-Smith,Jaryd,WSC,OT,60,27,320,79,1,Pittsburgh
47606,Beal Jr.,Robert,SFN,DE,55,23,250,76,0,Georgia
11742,Banks,Eric,AZC,DE,96,25,274,77,2,UTSA
53251,Laufenberg,Nolan,WSC,G,74,24,312,75,1,Air Force
83356,Hayes,Ryan,MMD,OT,76,23,305,79,0,Michigan
90655,Smith,Tre'Quan,NOS,WR,10,27,210,74,6,UCF
45435,Allen,Brevin,LAC,LB,90,22,265,75,0,Campbell
94879,Franklin-Myers,John,NYJ,DE,91,26,288,76,6,Stephen F. Austin
76839,Davis,Wyatt,NYG,G,67,24,315,76,3,Ohio State
29234,Daniels,Braeden,WSC,G,79,23,297,76,0,Utah
77021,Tillman,Cedric,CLB,WR,89,23,215,75,0,Tennessee
99646,Higbee,Tyler,LAR,TE,89,30,255,78,8,Western Kentucky
15695,Steele,Terence,DLC,OT,78,26,310,78,4,Texas Tech
41224,Waddle,Jaylen,MMD,WR,17,24,182,70,3,Alabama
20556,Chark Jr.,DJ,CAP,WR,17,26,200,75,6,LSU
55887,Allen,Kyle,BFB,QB,9,27,210,75,5,Houston
98537,Leonard,Shaquille,INC,LB,53,28,230,74,6,South Carolina State
94059,Reynolds,Josh,DTL,WR,8,28,194,75,7,Texas A&M
91033,Hayes,Tae,BLR,CB,18,26,188,69,5,Appalachian State
14194,Harris,Christian,HST,LB,48,22,226,73,2,Alabama
26589,Hamm,Malik,BLR,LB,59,22,246,75,0,Lafayette
18712,Elliott,Ezekiel,NEP,RB,15,28,225,72,8,Ohio State
68463,Bryant,Harrison,CLB,TE,88,25,230,77,4,Florida Atlantic
55383,Monday,Smoke,NOS,S,38,23,199,75,2,Auburn
32395,Apke,Troy,WSC,CB,30,28,205,73,5,Penn State
78686,Gesicki,Mike,NEP,TE,88,27,245,78,6,Penn State
20923,Green,Art,DVB,CB,28,23,201,73,0,Houston
76105,Parish,Derek,JKJ,TE,43,24,241,73,0,Houston
27978,Christiansen,Cole,KCC,LB,48,26,230,73,1,Army
54510,Speed,Ameer,NEP,CB,28,23,215,75,0,Michigan State
41180,Molden,Elijah,TNT,CB,24,24,192,70,3,Washington
43248,Burgess,Terrell,WSC,S,24,24,202,71,4,Utah
22757,Hodges,Curtis,WSC,TE,80,24,240,80,2,Arizona State
70020,Buckner,DeForest,INC,DT,99,29,295,79,8,Oregon
74892,Cushenberry III,Lloyd,DVB,C,79,25,315,76,4,LSU
48165,Hutchinson,Xavier,HST,WR,19,23,205,75,0,Iowa State
20335,Phillips,Del'Shawn,BLR,LB,53,26,230,74,4,Illinois
77467,Long Jr.,David,LVR,CB,28,25,196,71,5,Michigan
97930,Woods,JT,LAC,S,22,23,193,74,2,Baylor
51526,Bates,John,WSC,TE,87,25,259,78,3,Boise State
69424,Juszczyk,Kyle,SFN,FB,44,32,235,74,11,Harvard
50565,Meinerz,Quinn,DVB,G,77,24,320,75,3,Wisconsin-Whitewater
10878,Austin III,Calvin,PTS,WR,19,24,162,69,2,Memphis
88418,Valladay,Xazavian,PTS,RB,33,25,198,72,0,Arizona State
17688,Forrest,Darrick,WSC,S,22,24,200,71,3,Cincinnati
22068,Harris,Shelby,CLB,DT,97,32,288,74,9,Illinois State
36580,McKinney,Xavier,NYG,S,29,25,201,72,4,Alabama
81619,Anderson,Ryder,NYG,DE,90,24,276,78,2,Indiana
60805,Barnes,Kalon,MNV,CB,27,24,186,72,1,Baylor
37854,Hodgins,Isaiah,NYG,WR,18,24,201,75,3,Oregon State
87548,Gutierrez,Sebastian,KCC,OT,60,25,308,78,1,Minot State Universi
98949,Heinicke,Taylor,ATF,QB,4,30,210,73,6,Old Dominion
72564,Abernathy,Micah,ATF,S,29,26,196,72,1,Tennessee
92816,Muhammad,Al-Quadin,INC,DE,97,28,250,76,7,Miami
28289,Davis,Jordan,PHE,DT,90,23,336,78,2,Georgia
85806,Smith,Trey,KCC,G,65,24,321,78,3,Tennessee
23267,Dortch,Greg,AZC,WR,83,25,175,67,3,Wake Forest
45310,Bostick Jr.,Earl,DLC,OT,64,24,310,78,0,Kansas
35338,Perales,David,PTS,LB,40,24,255,75,0,Fresno State
26037,Parham,Dylan,LVR,G,66,24,285,75,2,Memphis
87362,Smith,Tyreke,STS,LB,92,23,255,75,2,Ohio State
44813,Jenkins,Jaray,JKJ,WR,87,23,206,74,0,LSU
36292,Fields,DaMarcus,WSC,CB,38,25,200,72,1,Texas Tech
70200,Woods,Xavier,CAP,S,25,28,200,71,7,Louisiana Tech
83564,Fox,Jack,DTL,P,3,26,218,74,4,Rice
32064,Clark,Le'Raven,PTS,OT,67,30,311,77,8,Texas Tech
50249,Lawrence,Rashard,AZC,DT,90,24,308,74,4,LSU
55643,Dixon,Riley,DVB,P,19,29,221,76,8,Syracuse
23209,Williams,DeShawn,CAP,DT,96,30,291,73,5,Clemson
12031,Jones,Broderick,PTS,OT,77,22,311,77,0,Georgia
61708,Marshall,Justin,STS,WR,18,24,227,74,0,Buffalo
83872,Davis,Khalil,HST,DT,94,27,308,73,3,Nebraska
92594,Thomas,Logan,WSC,TE,82,32,250,78,9,Virginia Tech
54727,Singletary,Devin,HST,RB,26,25,203,67,5,Florida Atlantic
41439,Flowers,Dallis,INC,CB,33,26,196,73,2,Pittsburg State
12738,Koonce,Malcolm,LVR,DE,51,25,250,75,3,Buffalo
67310,McClendon Jr.,Warren,LAR,OT,71,22,300,76,0,Georgia
66262,Miller,Herb,CAP,CB,36,25,190,74,2,Florida Atlantic
66399,Matlock,Scott,LAC,DT,99,23,296,76,0,Boise State
17809,Turner,Ezekiel,AZC,LB,47,27,214,74,6,Washington
92349,Thomas,Kiondre,GBP,CB,43,25,185,72,1,Kansas State
48570,Douglas,Rasul,GBP,CB,29,27,209,74,7,West Virginia
78163,Goedeke,Luke,TBB,G,67,24,312,77,2,Central Michigan
68988,Wilcox,Chris,PTS,CB,30,25,195,74,1,BYU
34294,Taylor,Davion,CHB,LB,50,25,230,73,3,Colorado
21993,Vallejo,Tanner,MNV,LB,49,28,228,73,7,Boise State
68272,Graham Jr.,Thomas,CLB,CB,31,24,197,71,2,Oregon
72303,Baldonado,Habakkuk,NYG,LB,45,23,260,77,0,Pittsburgh
32234,Gilman,Alohi,LAC,S,32,25,201,70,4,Notre Dame
85895,Norwood,Tre,PTS,S,21,24,194,72,3,Oklahoma
58533,Jackson,Michael,STS,CB,30,26,210,73,3,Miami
29321,Froholdt,Hjalte,AZC,G,72,27,310,77,5,Arkansas
71784,Davis-Price,Tyrion,SFN,RB,32,22,219,73,2,LSU
98945,Hand,Da'Shawn,MMD,DT,93,27,297,75,6,Alabama
17928,Kapp,Jerome,NYJ,WR,31,24,210,75,0,Kutztown
36072,Fields,Justin,CHB,QB,1,24,228,75,3,Ohio State
35799,Green III,A.J.,CLB,CB,38,25,198,74,3,Oklahoma State
92607,Ellis,Justin,ATF,DT,91,32,334,74,10,Louisiana Tech
53973,Hollman,Ka'dar,HST,CB,30,28,196,72,3,Toledo
41329,Johnson,Jaleel,TNT,DT,94,29,316,75,7,Iowa
32865,Mitchell,James,DTL,TE,82,24,246,76,2,Virginia Tech
73685,Schmitz Jr.,Michael,NYG,C,61,24,310,76,0,Minnesota
96862,Johnson,Anthony,NOS,CB,36,24,205,74,0,Virginia
39864,Anderson,Abdullah,WSC,DT,92,27,295,76,3,Bucknell
46759,Leal,DeMarvin,PTS,DE,98,23,290,76,2,Texas A&M
92304,Siemian,Trevor,CNB,QB,19,31,220,75,8,Northwestern
49465,Stewart,M.J.,HST,S,29,27,200,71,6,North Carolina
62593,Rush,Cooper,DLC,QB,10,29,225,75,6,Central Michigan
85238,Harris,Jonathan,DVB,DT,92,27,295,77,3,Lindenwood
12484,Strong,Kevin,AZC,DE,92,27,295,76,5,UTSA
21384,Cruickshank,Aron,PTS,WR,84,22,170,70,0,Rutgers
48593,Hutchinson,Aidan,DTL,DE,97,23,268,79,2,Michigan
65804,Scott,Ty,KCC,WR,85,24,202,75,0,Missouri State
87283,Crosby,Maxx,LVR,DE,98,26,255,77,5,Eastern Michigan
53157,Sow,Sidy,NEP,G,61,25,318,77,0,Eastern Michigan
19476,Gates,Nick,WSC,C,63,27,312,77,6,Nebraska
68051,Russey,Kody,NEP,C,66,25,295,74,2,Houston
16386,Patrick,Lucas,CHB,G,62,30,313,75,7,Duke
73343,Johnson,Jermaine,NYJ,LB,11,24,262,77,2,Florida State
63725,White,Rachaad,TBB,RB,1,24,214,72,2,Arizona State
68808,Gallimore,Neville,DLC,DT,96,26,302,74,4,Oklahoma
86919,McCrary,Nate,GBP,RB,46,24,213,72,1,Saginaw Valley State
92359,Gordon,Kyler,CHB,CB,6,23,200,72,2,Washington
49880,Stidham,Jarrett,DVB,QB,4,27,215,75,4,Auburn
81038,Perine,Samaje,DVB,RB,25,27,236,70,7,Oklahoma
35969,Moreno-Cropper,Jalen,DLC,WR,16,22,172,72,0,Fresno State
21830,Williams,Jarrid,MNV,OT,76,26,308,78,1,Miami
96859,Harlow,Sean,NYG,C,65,28,284,76,4,Oregon State
59579,Wade,Shaun,NEP,CB,26,24,195,73,3,Ohio State
82970,Houy,Gabriel,CHB,G,79,24,325,78,0,Pittsburgh
18304,Jewell,Josey,DVB,LB,47,28,236,74,6,Iowa
49034,Williams,Ty'Son,AZC,RB,22,26,220,72,2,BYU
19194,Oliver,Isaiah,SFN,CB,26,26,202,72,6,Colorado
32217,Barton,Cody,WSC,LB,57,26,237,74,5,Utah
66264,Jurgens,Cam,PHE,C,51,24,303,75,2,Nebraska
32943,Murray,Tyler,CNB,LB,45,24,226,73,0,Memphis
92472,Harper,Madre,PTS,CB,38,25,196,73,2,Southern Illinois
20276,Hood,Delonte,DVB,CB,13,22,192,71,1,Peru State College
11219,Cine,Lewis,MNV,S,6,23,199,74,2,Georgia
74212,Turay,Kemoko,ATF,LB,52,28,253,77,5,Rutgers
50858,Corral,Matt,CAP,QB,2,24,205,74,0,Ole Miss
18213,Ledbetter,Jonathan,AZC,DE,93,25,282,76,3,Georgia
81972,Rountree III,Larry,HST,RB,49,24,210,70,2,Missouri
82888,Camp,Jalen,HST,WR,17,25,220,74,1,Georgia Tech
66227,Davis,Raekwon,MMD,DT,98,26,335,79,4,Alabama
58764,Scruggs,Juice,HST,C,70,23,308,75,0,Penn State
45281,Washington,James,INC,WR,12,27,213,71,6,Oklahoma State
23953,Hurst,James,NOS,OT,74,31,310,77,10,North Carolina
48844,Jones,Chris,KCC,DT,95,29,310,78,8,Mississippi State
21186,McKivitz,Colton,SFN,OT,68,27,301,78,4,West Virginia
21250,Murphy-Bunting,Sean,TNT,CB,0,26,195,72,5,Central Michigan
74581,Moore,Isaiah,KCC,LB,45,23,232,73,1,NC State
43054,Manhertz,Chris,DVB,TE,84,31,235,78,8,Canisius
39956,Franklin,Benjie,STS,CB,34,26,172,72,1,Tarleton State
19118,Gardner,Sauce,NYJ,CB,1,22,200,75,2,Cincinnati
18032,Saubert,Eric,MMD,TE,82,29,253,77,6,Drake
91866,Jones,Keandre,CNB,LB,47,25,220,75,2,Maryland
54876,Sample,Cam,CNB,DE,96,23,272,75,3,Tulane
31681,Eskridge,Dee,STS,WR,1,26,190,69,3,Western Michigan
53798,Bell,Quinton,PHE,LB,74,27,253,76,3,Prarie View A&M
40179,Pierce,Alec,INC,WR,14,23,211,75,2,Cincinnati
27150,Lutz,Wil,NOS,K,3,29,184,71,8,Georgia State
59604,Thornton,Tyquan,NEP,WR,11,23,185,74,2,Baylor
86156,Williams,Leonard,NYG,DE,99,29,302,77,9,USC
71708,Heflin,Jack,NOS,DT,95,25,304,75,2,Iowa
48853,Maddox-Williams,Tyreek,PHE,LB,46,25,228,72,1,Rutgers
99947,Houston-Carson,DeAndre,BLR,S,45,30,203,73,8,William & Mary
11708,Stephens Jr.,John,DLC,WR,49,23,221,77,0,Louisiana
31276,Jones,Vi,STS,LB,50,25,225,74,2,NC State
59814,Sims,Christian,LAR,TE,46,22,243,74,0,Bowling Green
35944,Neuzil,Ryan,ATF,G,64,26,301,75,2,Appalachian State
59797,Gunter,Jeff,CNB,DE,93,24,263,76,2,Coastal Carolina
69610,Hubbard,Chuba,CAP,RB,30,24,210,73,3,Oklahoma State
87594,Akingbulu,Alex,WSC,OT,62,25,300,77,1,Fresno State
69800,Darrisaw,Christian,MNV,OT,71,24,315,77,3,Virginia Tech
37731,Needham,Nik,MMD,CB,40,26,196,73,5,UTEP
57716,Gaines,Greg,TBB,DT,96,27,312,73,5,Washington
75593,Ozigbo,Devine,DTL,RB,30,26,225,74,4,Nebraska
70656,Dwumfour,Michael,TNT,DT,97,25,296,73,2,Rutgers
85900,Clark,Kei'Trel,AZC,CB,13,22,181,70,0,Louisville
10908,Charles,Irvin,NYJ,WR,19,26,219,76,1,Indiana-Pennsylvania
75964,Hicks,Elijah,CHB,S,37,23,200,71,2,California
34465,Goode,Cameron,MMD,LB,53,25,238,75,1,California
32939,Burns,Robert,CHB,FB,45,24,222,71,0,UConn
96564,Jones,Zay,JKJ,WR,7,28,200,74,7,East Carolina
90275,Woodbey,Jaiden,LAR,LB,48,23,222,72,0,Boston College
70543,Perriman,Breshad,INC,WR,9,29,215,74,9,UCF
33591,Fatukasi,Folorunso,JKJ,DT,94,28,318,76,6,UConn
55093,Bell,Markquese,DLC,S,41,24,205,75,2,Florida A&M
15668,Oladokun,Chris,KCC,QB,6,25,195,74,1,South Dakota State
63177,Avery,Genard,INC,DE,92,28,250,72,6,Memphis
62077,Rozeboom,Christian,LAR,LB,56,26,230,74,3,South Dakota State
84488,Johnson,Josh,BLR,QB,17,37,201,74,8,San Diego
73090,Blackman,James,MMD,QB,16,24,185,78,0,Arkansas State
72513,Pickens,Zacch,CHB,DT,96,23,305,76,0,South Carolina
98517,Hines,Chasen,NEP,G,63,23,320,75,2,LSU
53385,McFarland Jr.,Anthony,PTS,RB,26,24,193,68,3,Maryland
15221,Echols,Brandin,NYJ,CB,26,25,175,70,3,Kentucky
35978,Pharms Jr.,Jeremiah,NEP,DE,70,26,300,75,1,Friends University
70999,Jansen,JJ,CAP,LS,44,37,235,74,16,Notre Dame
43736,Caliendo,Mike,KCC,G,66,25,301,76,1,Western Michigan
14362,Gabbert,Blaine,KCC,QB,9,33,235,77,13,Missouri
13520,Hubbard,Chris,TNT,OT,66,32,295,76,10,UAB
69849,Bush,Deon,KCC,S,26,30,200,72,8,Miami
87814,Kohou,Kader,MMD,CB,4,24,195,70,2,Texas A&M-Commerce
69090,Smtih II,Chris,LVR,S,42,23,195,71,0,Georgia
83864,Brown,Kyron,BFB,CB,32,27,195,73,3,Akron
32871,Diggs,Trevon,DLC,CB,7,24,195,74,4,Alabama
43448,Okwara,Romeo,DTL,DE,95,28,255,76,8,Notre Dame
45920,Wood,Zach,NOS,LS,49,30,255,75,7,SMU
44364,Rochell,Robert,LAR,CB,8,25,195,74,3,Central Arkansas
56752,Fitzpatrick,Dez,PTS,WR,82,25,208,74,2,Louisville
79452,Robinson,Demarcus,LAR,WR,15,28,203,73,8,Florida
98550,Ogunbowale,Dare,HST,RB,33,29,205,71,5,Wisconsin
30895,Montgomery II,Ty,NEP,WR,14,30,220,72,9,Stanford
23973,Ferentz,James,NEP,G,65,34,290,74,7,Iowa
87131,Morgan,Stanley,CNB,WR,17,26,205,72,5,Nebraska
83994,Herbig,Nick,PTS,LB,51,21,240,74,0,Wisconsin
22705,McGlinchey,Mike,DVB,OT,69,28,315,80,6,Notre Dame
75097,Coleman,Larnel,CAP,OT,74,25,310,78,2,Massachusetts
89153,Crowder,Tae,LAC,LB,58,26,235,73,4,Georgia
90356,Bonds,Jadakis,GBP,WR,6,23,206,75,0,Hampton
96555,Mabin,Greg,CAP,CB,29,29,200,73,7,Iowa
20664,Davis,Nate,CHB,G,64,26,316,75,5,North Carolina-Charlotte
28615,Donald,Aaron,LAR,DT,99,32,280,73,10,Pittsburgh
63697,Stills,Dante,AZC,DT,55,23,286,76,0,West Virginia
12008,Young,Byron,LVR,DT,93,22,292,75,0,Alabama
47779,Keenum,Case,HST,QB,18,35,206,73,11,Houston
61304,Hubbard,Sam,CNB,DE,94,28,265,77,6,Ohio State
84996,Barrett,Alex,SFN,DE,58,29,250,74,2,San Diego State
56154,Ford,Rudy,GBP,S,20,28,200,72,7,Auburn
42050,Olubi,Segun,INC,LB,50,23,225,72,1,San Diego State
39510,Gifford,Luke,TNT,LB,57,27,243,75,5,Nebraska
26711,Granson,Kylen,INC,TE,83,25,242,75,3,SMU
18216,Jefferson,Malik,DLC,LB,46,26,241,74,4,Texas
61118,Collins,Aviante,CHB,OT,74,30,292,76,3,TCU
97468,Pederson,Josh,JKJ,TE,49,25,235,77,1,UL Monroe
29052,Strange,Cole,NEP,G,69,25,310,77,2,Chattanooga
32053,Charbonnet,Zach,STS,RB,26,22,214,73,0,UCLA
21076,Bower,Tashawn,NYG,LB,94,28,250,76,6,LSU
32945,Hermanns,Grant,NYJ,OT,63,25,300,79,1,Purdue
70778,Clement,Corey,AZC,RB,23,28,220,70,7,Wisconsin
49036,Metcalf,DK,STS,WR,14,25,235,76,5,Ole Miss
95539,Conley,Chris,SFN,WR,17,30,205,75,9,Georgia
47489,Bargas,Jake,NOS,RB,47,26,250,74,1,North Carolina
36623,Giles-Harris,Joe,NEP,LB,53,26,240,74,4,Duke
39219,London,LaCale,ATF,DE,72,26,280,77,1,Western Illinois
91282,Strange,Brenton,JKJ,TE,85,22,247,75,0,Penn State
72527,Jeter,Donovan,NYG,DT,71,24,325,75,2,Michigan
49010,Havrisik,Lucas,INC,K,3,23,187,74,1,Arizona
49407,McKitty,Tre',LAC,TE,88,24,246,76,3,Georgia
82649,Ekiyor,Emil,INC,G,66,23,315,74,0,Alabama
17096,Powers,Ben,DVB,G,74,26,310,76,5,Oklahoma
82482,Moore Jr.,Dan,PTS,OT,65,24,315,77,3,Texas A&M
35947,Barkley,Saquon,NYG,RB,26,26,232,72,6,Penn State
47329,Cooke,Logan,JKJ,P,9,28,230,77,6,Mississippi State
63784,Dickerson,Landon,PHE,G,69,24,332,78,3,Alabama
49463,Clifford,Sean,GBP,QB,8,25,218,74,0,Penn State
95270,Pettis,Dante,CHB,WR,86,27,195,73,6,Washington
63076,Ward,Charvarius,SFN,CB,7,27,196,73,6,Middle Tennessee
60497,Molchon,John,TBB,G,75,26,309,77,4,Boise State
99838,Cain,Deon,PHE,WR,39,27,202,74,3,Clemson
13312,Wilson,Garrett,NYJ,WR,17,23,192,72,2,Ohio State
23456,Brewer,C.J.,TBB,DT,62,25,290,74,1,Coastal Carolina
55853,Robbins,Brad,CNB,P,10,24,203,73,0,Michigan
99085,Hart,Penny,ATF,WR,19,27,180,68,4,Georgia State
13272,Brown,Noah,HST,WR,85,27,215,74,7,Ohio State
61706,Smith,Kaden,WSC,TE,45,26,249,77,4,Stanford
43017,Williams,Jonathan,WSC,RB,41,29,217,72,7,Arkansas
18672,Kelce,Jason,PHE,C,62,35,295,75,13,Cincinnati
26537,Eley,Ace,CAP,LB,43,24,233,75,0,Georgia Tech
63460,Haynes Sr.,Marquis,CAP,LB,98,29,235,74,6,Ole Miss
10282,Blankenship,Reed,PHE,S,32,24,203,73,2,Middle Tennessee
27382,Pierre,Marvin,GBP,LB,54,24,222,74,0,Kent State
75288,Lindsey,Tyjon,STS,WR,81,24,171,68,0,Oregon State
19038,Hatcher,Broughton,GBP,LS,43,23,242,76,0,Old Dominion
63980,Haggard,Luke,TBB,OT,72,23,297,78,0,Indiana
36031,Dykes,Aaron,MNV,RB,46,23,202,71,0,Richmond
58925,Bandy,Michael,DVB,WR,46,25,190,70,2,San Diego
94133,Moseley,Emmanuel,DTL,CB,4,27,195,71,6,Tennessee
29032,Burton,Michael,DVB,FB,20,31,247,72,9,Rutgers
52517,Moehrig,Tre'von,LVR,S,25,24,202,74,3,TCU
34057,Volson,Cordell,CNB,G,67,25,315,78,2,North Dakota State
57986,Fox,Morgan,LAC,DE,56,28,275,75,7,CSU Pueblo
32203,Roby,Bradley,NOS,CB,21,31,194,71,10,Ohio State
75331,Iosivas,Andrei,CNB,WR,80,23,212,75,0,Princeton
33841,FitzPatrick,John,ATF,TE,87,23,250,79,2,Georgia
39232,Meyers,Jakobi,LVR,WR,16,26,200,74,5,NC State
72941,Slayton,Darius,NYG,WR,86,26,194,73,5,Auburn
32961,Nelson,Steven,HST,CB,21,30,194,71,9,Oregon State
86108,Stoll,Jack,PHE,TE,89,25,247,76,3,Nebraska
52647,Emerson Jr.,Martin,CLB,CB,23,22,201,74,2,Mississippi State
14444,Bachie,Joe,CNB,LB,49,25,235,74,4,Michigan State
65794,Niemann,Nick,LAC,LB,31,25,244,75,3,Iowa
37389,Russell,Brady,PHE,TE,83,24,247,75,0,Colorado
33632,Jensen,Ryan,TBB,C,66,32,319,76,10,CSU Pueblo
75674,Hill,Trey,CNB,C,63,23,335,76,3,Georgia
47546,Simmons,Lachavious,AZC,OT,73,26,315,77,3,Tennessee State
17243,Terrell,A.J.,ATF,CB,24,24,195,73,4,Clemson
49361,Waller,Darren,NYG,TE,12,30,245,78,7,Georgia Tech
20017,Fagot,Diego,NEP,LB,42,25,238,75,0,Navy
17129,Rochell,Isaac,LVR,DE,96,28,280,76,6,Notre Dame
64982,Bourne,Kendrick,NEP,WR,84,28,205,73,7,Eastern Washington
13381,Bartch,Ben,JKJ,OT,78,25,315,78,4,Saint John's (MN)
68379,Henry,Hunter,NEP,TE,85,28,258,77,8,Arkansas
95118,Thuney,Joe,KCC,G,62,30,304,77,8,NC State
13909,Floyd,Leonard,BFB,DE,56,30,240,77,7,Georgia
23135,Previlon,Willington,TBB,DT,93,26,285,77,1,Rutgers
44759,Peterman,Nathan,CHB,QB,14,29,225,74,7,Pittsburgh
17570,Smith,Roquan,BLR,LB,0,26,236,73,6,Georgia
67042,DiRenzo,J.D.,CAP,OT,65,25,315,78,0,Rutgers
16548,Jones,Kobe,CAP,DE,91,25,260,76,1,Mississippi State
99070,Armour-Davis,Jalyn,BLR,CB,5,23,195,73,2,Alabama
21281,Hargrave,Javon,SFN,DT,98,30,305,74,8,South Carolina State
18674,Britt,K.J.,TBB,LB,52,24,235,72,3,Auburn
17361,Bradley,Shaun,PHE,LB,54,26,240,73,4,Temple
91046,Wilkinson,Elijah,AZC,OT,65,28,314,78,7,Massachusetts
59552,Stille,Ben,AZC,DE,64,25,296,76,2,Nebraska
72272,McManus,Brandon,JKJ,K,10,32,201,75,10,Temple
11919,Leatherwood,Alex,CHB,OT,72,24,312,77,3,Alabama
32157,Wilkins,Christian,MMD,DT,94,27,310,76,5,Clemson
26565,Overshown,DeMarvion,DLC,LB,35,23,220,74,0,Texas
14311,Ringo,Kelee,PHE,CB,37,21,207,74,0,Georgia
29544,Smartt,Stone,LAC,TE,48,24,226,76,2,Old Dominion
45898,Williams,Raequan,CAP,DT,92,26,305,76,2,Michigan State
27138,Owens,Gervarrius,NYG,S,31,23,200,72,0,Houston
49349,Shenker,John,LVR,TE,86,24,242,75,0,Auburn
18366,Wallace,K'Von,PHE,S,42,26,205,71,4,Clemson
32337,Huntley,Jason,INC,RB,36,25,195,69,2,New Mexico State
98677,Bass,T.J.,DLC,G,66,24,325,76,0,Oregon
58755,Rhyne,Forrest,PTS,LB,46,24,233,73,1,Villanova
47818,Brooks,Jalen,DLC,WR,83,23,205,74,0,South Carolina
75136,Robinson,Wan'Dale,NYG,WR,17,22,185,68,2,Kentucky
46809,Njoku,David,CLB,TE,85,27,246,76,7,Miami
17122,Phillips,Tyre,NYG,OT,79,26,330,77,4,Mississippi State
33074,Patterson,Jaret,WSC,RB,32,23,195,68,2,Buffalo
83783,Mickens,Jaydon,NYG,WR,88,29,174,70,5,Washington
40890,Peppers,Jabrill,NEP,S,5,27,217,71,7,Michigan
38881,Jones,D.J.,DVB,DT,93,28,305,72,7,Ole Miss
14090,Cruikshank,Dane,NYJ,CB,39,28,209,73,6,Arizona
59719,Ray,Shane,BFB,LB,49,30,245,75,5,Missouri
69702,Dodson,Tyrel,BFB,LB,53,25,237,72,4,Texas A&M
49513,Diggs,Stefon,BFB,WR,14,29,191,72,9,Maryland
63833,Johnson,Jaylon,CHB,CB,33,24,196,72,4,Utah
34623,Ferguson,Jake,DLC,TE,87,24,244,77,2,Wisconsin
82453,Beauplan,Abraham,MNV,LB,39,23,235,74,0,Marshall
34449,Trice Jr.,Cory,PTS,CB,27,23,206,75,0,Purdue
88386,Lynch,Blake,LAC,LB,53,26,225,75,2,Baylor
51123,Jackson,J.C.,LAC,CB,27,27,198,73,6,Maryland
24904,Jones,Justin,CHB,DT,93,26,309,75,6,NC State
60529,Turner,Payton,NOS,DE,98,24,270,78,3,Houston
49896,Bass,Tyler,BFB,K,2,26,183,70,4,Georgia Southern
41729,Nwangwu,Kene,MNV,RB,26,25,210,73,3,Iowa State
97644,Dimukeje,Victor,AZC,LB,52,23,262,74,3,Duke
